"TIME","GEO","SEX","AGE","CITIZEN","UNIT","Value","Flag and Footnotes"
"2016Q2","United Kingdom","Females","From 15 to 64 years","Total","Percentage","68.7",""
"2016Q2","Iceland","Total","From 15 to 64 years","Total","Percentage","87.4",""
"2016Q2","Iceland","Males","From 15 to 64 years","Total","Percentage","90.4",""
"2016Q2","Iceland","Females","From 15 to 64 years","Total","Percentage","84.3",""
"2016Q2","Norway","Total","From 15 to 64 years","Total","Percentage","74.4",""
"2016Q2","Norway","Males","From 15 to 64 years","Total","Percentage","75.7",""
"2016Q2","Norway","Females","From 15 to 64 years","Total","Percentage","72.9",""
"2016Q2","Switzerland","Total","From 15 to 64 years","Total","Percentage","79.4",""
"2016Q2","Switzerland","Males","From 15 to 64 years","Total","Percentage","83.5",""
"2016Q2","Switzerland","Females","From 15 to 64 years","Total","Percentage","75.2",""
"2016Q2","Former Yugoslav Republic of Macedonia, the","Total","From 15 to 64 years","Total","Percentage","48.7",""
"2016Q2","Former Yugoslav Republic of Macedonia, the","Males","From 15 to 64 years","Total","Percentage","59.0",""
"2016Q2","Former Yugoslav Republic of Macedonia, the","Females","From 15 to 64 years","Total","Percentage","38.1",""
"2016Q2","Turkey","Total","From 15 to 64 years","Total","Percentage","52.0",""
"2016Q2","Turkey","Males","From 15 to 64 years","Total","Percentage","71.3",""
"2016Q2","Turkey","Females","From 15 to 64 years","Total","Percentage","32.5",""
"2016Q3","European Union (28 countries)","Total","From 15 to 64 years","Total","Percentage","67.1",""
"2016Q3","European Union (28 countries)","Males","From 15 to 64 years","Total","Percentage","72.5",""
"2016Q3","European Union (28 countries)","Females","From 15 to 64 years","Total","Percentage","61.7",""
"2016Q3","European Union (27 countries)","Total","From 15 to 64 years","Total","Percentage","67.1",""
"2016Q3","European Union (27 countries)","Males","From 15 to 64 years","Total","Percentage","72.5",""
"2016Q3","European Union (27 countries)","Females","From 15 to 64 years","Total","Percentage","61.8",""
"2016Q3","European Union (15 countries)","Total","From 15 to 64 years","Total","Percentage","67.5",""
"2016Q3","European Union (15 countries)","Males","From 15 to 64 years","Total","Percentage","72.6",""
"2016Q3","European Union (15 countries)","Females","From 15 to 64 years","Total","Percentage","62.4",""
"2016Q3","Euro area (19 countries)","Total","From 15 to 64 years","Total","Percentage","65.9",""
"2016Q3","Euro area (19 countries)","Males","From 15 to 64 years","Total","Percentage","71.1",""
"2016Q3","Euro area (19 countries)","Females","From 15 to 64 years","Total","Percentage","60.7",""
"2016Q3","Euro area (18 countries)","Total","From 15 to 64 years","Total","Percentage","65.9",""
"2016Q3","Euro area (18 countries)","Males","From 15 to 64 years","Total","Percentage","71.1",""
"2016Q3","Euro area (18 countries)","Females","From 15 to 64 years","Total","Percentage","60.6",""
"2016Q3","Euro area (17 countries)","Total","From 15 to 64 years","Total","Percentage","65.8",""
"2016Q3","Euro area (17 countries)","Males","From 15 to 64 years","Total","Percentage","71.1",""
"2016Q3","Euro area (17 countries)","Females","From 15 to 64 years","Total","Percentage","60.5",""
"2016Q3","Belgium","Total","From 15 to 64 years","Total","Percentage","62.2",""
"2016Q3","Belgium","Males","From 15 to 64 years","Total","Percentage","66.5",""
"2016Q3","Belgium","Females","From 15 to 64 years","Total","Percentage","57.8",""
"2016Q3","Bulgaria","Total","From 15 to 64 years","Total","Percentage","64.2",""
"2016Q3","Bulgaria","Males","From 15 to 64 years","Total","Percentage","67.5",""
"2016Q3","Bulgaria","Females","From 15 to 64 years","Total","Percentage","60.9",""
"2016Q3","Czech Republic","Total","From 15 to 64 years","Total","Percentage","72.2",""
"2016Q3","Czech Republic","Males","From 15 to 64 years","Total","Percentage","79.7",""
"2016Q3","Czech Republic","Females","From 15 to 64 years","Total","Percentage","64.5",""
"2016Q3","Denmark","Total","From 15 to 64 years","Total","Percentage","75.2",""
"2016Q3","Denmark","Males","From 15 to 64 years","Total","Percentage","78.5",""
"2016Q3","Denmark","Females","From 15 to 64 years","Total","Percentage","71.9",""
"2016Q3","Germany (until 1990 former territory of the FRG)","Total","From 15 to 64 years","Total","Percentage","75.1",""
"2016Q3","Germany (until 1990 former territory of the FRG)","Males","From 15 to 64 years","Total","Percentage","78.9",""
"2016Q3","Germany (until 1990 former territory of the FRG)","Females","From 15 to 64 years","Total","Percentage","71.2",""
"2016Q3","Estonia","Total","From 15 to 64 years","Total","Percentage","73.2",""
"2016Q3","Estonia","Males","From 15 to 64 years","Total","Percentage","78.0",""
"2016Q3","Estonia","Females","From 15 to 64 years","Total","Percentage","68.4",""
"2016Q3","Ireland","Total","From 15 to 64 years","Total","Percentage","65.4",""
"2016Q3","Ireland","Males","From 15 to 64 years","Total","Percentage","71.1",""
"2016Q3","Ireland","Females","From 15 to 64 years","Total","Percentage","59.8",""
"2016Q3","Greece","Total","From 15 to 64 years","Total","Percentage","53.0",""
"2016Q3","Greece","Males","From 15 to 64 years","Total","Percentage","62.0",""
"2016Q3","Greece","Females","From 15 to 64 years","Total","Percentage","44.2",""
"2016Q3","Spain","Total","From 15 to 64 years","Total","Percentage","60.2",""
"2016Q3","Spain","Males","From 15 to 64 years","Total","Percentage","65.5",""
"2016Q3","Spain","Females","From 15 to 64 years","Total","Percentage","54.8",""
"2016Q3","France","Total","From 15 to 64 years","Total","Percentage","64.6",""
"2016Q3","France","Males","From 15 to 64 years","Total","Percentage","68.1",""
"2016Q3","France","Females","From 15 to 64 years","Total","Percentage","61.2",""
"2016Q3","Croatia","Total","From 15 to 64 years","Total","Percentage","58.4",""
"2016Q3","Croatia","Males","From 15 to 64 years","Total","Percentage","63.7",""
"2016Q3","Croatia","Females","From 15 to 64 years","Total","Percentage","53.2",""
"2016Q3","Italy","Total","From 15 to 64 years","Total","Percentage","57.6",""
"2016Q3","Italy","Males","From 15 to 64 years","Total","Percentage","67.0",""
"2016Q3","Italy","Females","From 15 to 64 years","Total","Percentage","48.2",""
"2016Q3","Cyprus","Total","From 15 to 64 years","Total","Percentage","64.4",""
"2016Q3","Cyprus","Males","From 15 to 64 years","Total","Percentage","69.4",""
"2016Q3","Cyprus","Females","From 15 to 64 years","Total","Percentage","59.7",""
"2016Q3","Latvia","Total","From 15 to 64 years","Total","Percentage","68.9",""
"2016Q3","Latvia","Males","From 15 to 64 years","Total","Percentage","70.3",""
"2016Q3","Latvia","Females","From 15 to 64 years","Total","Percentage","67.7",""
"2016Q3","Lithuania","Total","From 15 to 64 years","Total","Percentage","70.0",""
"2016Q3","Lithuania","Males","From 15 to 64 years","Total","Percentage","70.9",""
"2016Q3","Lithuania","Females","From 15 to 64 years","Total","Percentage","69.2",""
"2016Q3","Luxembourg","Total","From 15 to 64 years","Total","Percentage","65.2",""
"2016Q3","Luxembourg","Males","From 15 to 64 years","Total","Percentage","69.7",""
"2016Q3","Luxembourg","Females","From 15 to 64 years","Total","Percentage","60.5",""
"2016Q3","Hungary","Total","From 15 to 64 years","Total","Percentage","67.1",""
"2016Q3","Hungary","Males","From 15 to 64 years","Total","Percentage","73.6",""
"2016Q3","Hungary","Females","From 15 to 64 years","Total","Percentage","60.8",""
"2016Q3","Malta","Total","From 15 to 64 years","Total","Percentage","66.6",""
"2016Q3","Malta","Males","From 15 to 64 years","Total","Percentage","79.0",""
"2016Q3","Malta","Females","From 15 to 64 years","Total","Percentage","53.7",""
"2016Q3","Netherlands","Total","From 15 to 64 years","Total","Percentage","75.3",""
"2016Q3","Netherlands","Males","From 15 to 64 years","Total","Percentage","79.9",""
"2016Q3","Netherlands","Females","From 15 to 64 years","Total","Percentage","70.6",""
"2016Q3","Austria","Total","From 15 to 64 years","Total","Percentage","72.6",""
"2016Q3","Austria","Males","From 15 to 64 years","Total","Percentage","76.8",""
"2016Q3","Austria","Females","From 15 to 64 years","Total","Percentage","68.3",""
"2016Q3","Poland","Total","From 15 to 64 years","Total","Percentage","64.9",""
"2016Q3","Poland","Males","From 15 to 64 years","Total","Percentage","71.6",""
"2016Q3","Poland","Females","From 15 to 64 years","Total","Percentage","58.3",""
"2016Q3","Portugal","Total","From 15 to 64 years","Total","Percentage","66.0",""
"2016Q3","Portugal","Males","From 15 to 64 years","Total","Percentage","69.3",""
"2016Q3","Portugal","Females","From 15 to 64 years","Total","Percentage","62.9",""
"2016Q3","Romania","Total","From 15 to 64 years","Total","Percentage","63.1",""
"2016Q3","Romania","Males","From 15 to 64 years","Total","Percentage","71.7",""
"2016Q3","Romania","Females","From 15 to 64 years","Total","Percentage","54.4",""
"2016Q3","Slovenia","Total","From 15 to 64 years","Total","Percentage","66.4",""
"2016Q3","Slovenia","Males","From 15 to 64 years","Total","Percentage","70.1",""
"2016Q3","Slovenia","Females","From 15 to 64 years","Total","Percentage","62.6",""
"2016Q3","Slovakia","Total","From 15 to 64 years","Total","Percentage","65.1",""
"2016Q3","Slovakia","Males","From 15 to 64 years","Total","Percentage","71.7",""
"2016Q3","Slovakia","Females","From 15 to 64 years","Total","Percentage","58.6",""
"2016Q3","Finland","Total","From 15 to 64 years","Total","Percentage","70.5",""
"2016Q3","Finland","Males","From 15 to 64 years","Total","Percentage","72.0",""
"2016Q3","Finland","Females","From 15 to 64 years","Total","Percentage","68.9",""
"2016Q3","Sweden","Total","From 15 to 64 years","Total","Percentage","77.3",""
"2016Q3","Sweden","Males","From 15 to 64 years","Total","Percentage","78.8",""
"2016Q3","Sweden","Females","From 15 to 64 years","Total","Percentage","75.8",""
"2016Q3","United Kingdom","Total","From 15 to 64 years","Total","Percentage","73.7",""
"2016Q3","United Kingdom","Males","From 15 to 64 years","Total","Percentage","78.4",""
"2016Q3","United Kingdom","Females","From 15 to 64 years","Total","Percentage","68.9",""
"2016Q3","Iceland","Total","From 15 to 64 years","Total","Percentage","88.0",""
"2016Q3","Iceland","Males","From 15 to 64 years","Total","Percentage","91.4",""
"2016Q3","Iceland","Females","From 15 to 64 years","Total","Percentage","84.5",""
"2016Q3","Norway","Total","From 15 to 64 years","Total","Percentage","74.7",""
"2016Q3","Norway","Males","From 15 to 64 years","Total","Percentage","76.3",""
"2016Q3","Norway","Females","From 15 to 64 years","Total","Percentage","73.1",""
"2016Q3","Switzerland","Total","From 15 to 64 years","Total","Percentage","79.4",""
"2016Q3","Switzerland","Males","From 15 to 64 years","Total","Percentage","83.8",""
"2016Q3","Switzerland","Females","From 15 to 64 years","Total","Percentage","74.8",""
"2016Q3","Former Yugoslav Republic of Macedonia, the","Total","From 15 to 64 years","Total","Percentage","49.4",""
"2016Q3","Former Yugoslav Republic of Macedonia, the","Males","From 15 to 64 years","Total","Percentage","59.1",""
"2016Q3","Former Yugoslav Republic of Macedonia, the","Females","From 15 to 64 years","Total","Percentage","39.3",""
"2016Q3","Turkey","Total","From 15 to 64 years","Total","Percentage","51.1",""
"2016Q3","Turkey","Males","From 15 to 64 years","Total","Percentage","70.8",""
"2016Q3","Turkey","Females","From 15 to 64 years","Total","Percentage","31.3",""
"2016Q4","European Union (28 countries)","Total","From 15 to 64 years","Total","Percentage","66.9",""
"2016Q4","European Union (28 countries)","Males","From 15 to 64 years","Total","Percentage","72.2",""
"2016Q4","European Union (28 countries)","Females","From 15 to 64 years","Total","Percentage","61.7",""
"2016Q4","European Union (27 countries)","Total","From 15 to 64 years","Total","Percentage","67.0",""
"2016Q4","European Union (27 countries)","Males","From 15 to 64 years","Total","Percentage","72.2",""
"2016Q4","European Union (27 countries)","Females","From 15 to 64 years","Total","Percentage","61.8",""
"2016Q4","European Union (15 countries)","Total","From 15 to 64 years","Total","Percentage","67.3",""
"2016Q4","European Union (15 countries)","Males","From 15 to 64 years","Total","Percentage","72.3",""
"2016Q4","European Union (15 countries)","Females","From 15 to 64 years","Total","Percentage","62.4",""
"2016Q4","Euro area (19 countries)","Total","From 15 to 64 years","Total","Percentage","65.7",""
"2016Q4","Euro area (19 countries)","Males","From 15 to 64 years","Total","Percentage","70.8",""
"2016Q4","Euro area (19 countries)","Females","From 15 to 64 years","Total","Percentage","60.7",""
"2016Q4","Euro area (18 countries)","Total","From 15 to 64 years","Total","Percentage","65.7",""
"2016Q4","Euro area (18 countries)","Males","From 15 to 64 years","Total","Percentage","70.8",""
"2016Q4","Euro area (18 countries)","Females","From 15 to 64 years","Total","Percentage","60.6",""
"2016Q4","Euro area (17 countries)","Total","From 15 to 64 years","Total","Percentage","65.7",""
"2016Q4","Euro area (17 countries)","Males","From 15 to 64 years","Total","Percentage","70.8",""
"2016Q4","Euro area (17 countries)","Females","From 15 to 64 years","Total","Percentage","60.6",""
"2016Q4","Belgium","Total","From 15 to 64 years","Total","Percentage","63.4",""
"2016Q4","Belgium","Males","From 15 to 64 years","Total","Percentage","67.2",""
"2016Q4","Belgium","Females","From 15 to 64 years","Total","Percentage","59.6",""
"2016Q4","Bulgaria","Total","From 15 to 64 years","Total","Percentage","63.4",""
"2016Q4","Bulgaria","Males","From 15 to 64 years","Total","Percentage","67.1",""
"2016Q4","Bulgaria","Females","From 15 to 64 years","Total","Percentage","59.6",""
"2016Q4","Czech Republic","Total","From 15 to 64 years","Total","Percentage","72.9",""
"2016Q4","Czech Republic","Males","From 15 to 64 years","Total","Percentage","80.0",""
"2016Q4","Czech Republic","Females","From 15 to 64 years","Total","Percentage","65.6",""
"2016Q4","Denmark","Total","From 15 to 64 years","Total","Percentage","74.5",""
"2016Q4","Denmark","Males","From 15 to 64 years","Total","Percentage","77.6",""
"2016Q4","Denmark","Females","From 15 to 64 years","Total","Percentage","71.5",""
"2016Q4","Germany (until 1990 former territory of the FRG)","Total","From 15 to 64 years","Total","Percentage","75.3",""
"2016Q4","Germany (until 1990 former territory of the FRG)","Males","From 15 to 64 years","Total","Percentage","79.0",""
"2016Q4","Germany (until 1990 former territory of the FRG)","Females","From 15 to 64 years","Total","Percentage","71.6",""
"2016Q4","Estonia","Total","From 15 to 64 years","Total","Percentage","71.6",""
"2016Q4","Estonia","Males","From 15 to 64 years","Total","Percentage","74.9",""
"2016Q4","Estonia","Females","From 15 to 64 years","Total","Percentage","68.3",""
"2016Q4","Ireland","Total","From 15 to 64 years","Total","Percentage","65.6",""
"2016Q4","Ireland","Males","From 15 to 64 years","Total","Percentage","71.2",""
"2016Q4","Ireland","Females","From 15 to 64 years","Total","Percentage","60.1",""
"2016Q4","Greece","Total","From 15 to 64 years","Total","Percentage","51.8",""
"2016Q4","Greece","Males","From 15 to 64 years","Total","Percentage","60.8",""
"2016Q4","Greece","Females","From 15 to 64 years","Total","Percentage","43.1",""
"2016Q4","Spain","Total","From 15 to 64 years","Total","Percentage","60.1",""
"2016Q4","Spain","Males","From 15 to 64 years","Total","Percentage","65.2",""
"2016Q4","Spain","Females","From 15 to 64 years","Total","Percentage","54.9",""
"2016Q4","France","Total","From 15 to 64 years","Total","Percentage","64.1",""
"2016Q4","France","Males","From 15 to 64 years","Total","Percentage","67.6",""
"2016Q4","France","Females","From 15 to 64 years","Total","Percentage","60.6",""
"2016Q4","Croatia","Total","From 15 to 64 years","Total","Percentage","56.8",""
"2016Q4","Croatia","Males","From 15 to 64 years","Total","Percentage","61.9",""
"2016Q4","Croatia","Females","From 15 to 64 years","Total","Percentage","51.8",""
"2016Q4","Italy","Total","From 15 to 64 years","Total","Percentage","57.4",""
"2016Q4","Italy","Males","From 15 to 64 years","Total","Percentage","66.5",""
"2016Q4","Italy","Females","From 15 to 64 years","Total","Percentage","48.3",""
"2016Q4","Cyprus","Total","From 15 to 64 years","Total","Percentage","64.4",""
"2016Q4","Cyprus","Males","From 15 to 64 years","Total","Percentage","69.6",""
"2016Q4","Cyprus","Females","From 15 to 64 years","Total","Percentage","59.6",""
"2016Q4","Latvia","Total","From 15 to 64 years","Total","Percentage","68.8",""
"2016Q4","Latvia","Males","From 15 to 64 years","Total","Percentage","69.4",""
"2016Q4","Latvia","Females","From 15 to 64 years","Total","Percentage","68.2",""
"2016Q4","Lithuania","Total","From 15 to 64 years","Total","Percentage","69.7",""
"2016Q4","Lithuania","Males","From 15 to 64 years","Total","Percentage","70.2",""
"2016Q4","Lithuania","Females","From 15 to 64 years","Total","Percentage","69.2",""
"2016Q4","Luxembourg","Total","From 15 to 64 years","Total","Percentage","66.5",""
"2016Q4","Luxembourg","Males","From 15 to 64 years","Total","Percentage","70.9",""
"2016Q4","Luxembourg","Females","From 15 to 64 years","Total","Percentage","61.9",""
"2016Q4","Hungary","Total","From 15 to 64 years","Total","Percentage","67.5",""
"2016Q4","Hungary","Males","From 15 to 64 years","Total","Percentage","73.9",""
"2016Q4","Hungary","Females","From 15 to 64 years","Total","Percentage","61.2",""
"2016Q4","Malta","Total","From 15 to 64 years","Total","Percentage","66.2",""
"2016Q4","Malta","Males","From 15 to 64 years","Total","Percentage","78.9",""
"2016Q4","Malta","Females","From 15 to 64 years","Total","Percentage","52.9",""
"2016Q4","Netherlands","Total","From 15 to 64 years","Total","Percentage","75.2",""
"2016Q4","Netherlands","Males","From 15 to 64 years","Total","Percentage","80.0",""
"2016Q4","Netherlands","Females","From 15 to 64 years","Total","Percentage","70.5",""
"2016Q4","Austria","Total","From 15 to 64 years","Total","Percentage","71.8",""
"2016Q4","Austria","Males","From 15 to 64 years","Total","Percentage","75.8",""
"2016Q4","Austria","Females","From 15 to 64 years","Total","Percentage","67.8",""
"2016Q4","Poland","Total","From 15 to 64 years","Total","Percentage","65.1",""
"2016Q4","Poland","Males","From 15 to 64 years","Total","Percentage","71.8",""
"2016Q4","Poland","Females","From 15 to 64 years","Total","Percentage","58.5",""
"2016Q4","Portugal","Total","From 15 to 64 years","Total","Percentage","65.9",""
"2016Q4","Portugal","Males","From 15 to 64 years","Total","Percentage","68.8",""
"2016Q4","Portugal","Females","From 15 to 64 years","Total","Percentage","63.2",""
"2016Q4","Romania","Total","From 15 to 64 years","Total","Percentage","61.6",""
"2016Q4","Romania","Males","From 15 to 64 years","Total","Percentage","70.0",""
"2016Q4","Romania","Females","From 15 to 64 years","Total","Percentage","53.1",""
"2016Q4","Slovenia","Total","From 15 to 64 years","Total","Percentage","66.6",""
"2016Q4","Slovenia","Males","From 15 to 64 years","Total","Percentage","69.2",""
"2016Q4","Slovenia","Females","From 15 to 64 years","Total","Percentage","63.7",""
"2016Q4","Slovakia","Total","From 15 to 64 years","Total","Percentage","65.3",""
"2016Q4","Slovakia","Males","From 15 to 64 years","Total","Percentage","71.7",""
"2016Q4","Slovakia","Females","From 15 to 64 years","Total","Percentage","58.9",""
"2016Q4","Finland","Total","From 15 to 64 years","Total","Percentage","68.4",""
"2016Q4","Finland","Males","From 15 to 64 years","Total","Percentage","69.9",""
"2016Q4","Finland","Females","From 15 to 64 years","Total","Percentage","66.9",""
"2016Q4","Sweden","Total","From 15 to 64 years","Total","Percentage","75.9",""
"2016Q4","Sweden","Males","From 15 to 64 years","Total","Percentage","77.3",""
"2016Q4","Sweden","Females","From 15 to 64 years","Total","Percentage","74.5",""
"2016Q4","United Kingdom","Total","From 15 to 64 years","Total","Percentage","73.8",""
"2016Q4","United Kingdom","Males","From 15 to 64 years","Total","Percentage","78.4",""
"2016Q4","United Kingdom","Females","From 15 to 64 years","Total","Percentage","69.3",""
"2016Q4","Iceland","Total","From 15 to 64 years","Total","Percentage","86.1",""
"2016Q4","Iceland","Males","From 15 to 64 years","Total","Percentage","88.8",""
"2016Q4","Iceland","Females","From 15 to 64 years","Total","Percentage","83.3",""
"2016Q4","Norway","Total","From 15 to 64 years","Total","Percentage","73.9",""
"2016Q4","Norway","Males","From 15 to 64 years","Total","Percentage","75.2",""
"2016Q4","Norway","Females","From 15 to 64 years","Total","Percentage","72.5",""
"2016Q4","Switzerland","Total","From 15 to 64 years","Total","Percentage","80.2",""
"2016Q4","Switzerland","Males","From 15 to 64 years","Total","Percentage","84.5",""
"2016Q4","Switzerland","Females","From 15 to 64 years","Total","Percentage","75.8",""
"2016Q4","Former Yugoslav Republic of Macedonia, the","Total","From 15 to 64 years","Total","Percentage","49.7",""
"2016Q4","Former Yugoslav Republic of Macedonia, the","Males","From 15 to 64 years","Total","Percentage","59.2",""
"2016Q4","Former Yugoslav Republic of Macedonia, the","Females","From 15 to 64 years","Total","Percentage","39.9",""
"2016Q4","Turkey","Total","From 15 to 64 years","Total","Percentage","50.1",""
"2016Q4","Turkey","Males","From 15 to 64 years","Total","Percentage","69.5",""
"2016Q4","Turkey","Females","From 15 to 64 years","Total","Percentage","30.6",""
"2017Q1","European Union (28 countries)","Total","From 15 to 64 years","Total","Percentage","66.7",""
"2017Q1","European Union (28 countries)","Males","From 15 to 64 years","Total","Percentage","71.8",""
"2017Q1","European Union (28 countries)","Females","From 15 to 64 years","Total","Percentage","61.6",""
"2017Q1","European Union (27 countries)","Total","From 15 to 64 years","Total","Percentage","66.8",""
"2017Q1","European Union (27 countries)","Males","From 15 to 64 years","Total","Percentage","71.9",""
"2017Q1","European Union (27 countries)","Females","From 15 to 64 years","Total","Percentage","61.7",""
"2017Q1","European Union (15 countries)","Total","From 15 to 64 years","Total","Percentage","67.0",""
"2017Q1","European Union (15 countries)","Males","From 15 to 64 years","Total","Percentage","71.9",""
"2017Q1","European Union (15 countries)","Females","From 15 to 64 years","Total","Percentage","62.2",""
"2017Q1","Euro area (19 countries)","Total","From 15 to 64 years","Total","Percentage","65.4",""
"2017Q1","Euro area (19 countries)","Males","From 15 to 64 years","Total","Percentage","70.4",""
"2017Q1","Euro area (19 countries)","Females","From 15 to 64 years","Total","Percentage","60.4",""
"2017Q1","Euro area (18 countries)","Total","From 15 to 64 years","Total","Percentage","65.4",""
"2017Q1","Euro area (18 countries)","Males","From 15 to 64 years","Total","Percentage","70.4",""
"2017Q1","Euro area (18 countries)","Females","From 15 to 64 years","Total","Percentage","60.4",""
"2017Q1","Euro area (17 countries)","Total","From 15 to 64 years","Total","Percentage","65.4",""
"2017Q1","Euro area (17 countries)","Males","From 15 to 64 years","Total","Percentage","70.4",""
"2017Q1","Euro area (17 countries)","Females","From 15 to 64 years","Total","Percentage","60.3",""
"2017Q1","Belgium","Total","From 15 to 64 years","Total","Percentage","62.2","b"
"2017Q1","Belgium","Males","From 15 to 64 years","Total","Percentage","66.8","b"
"2017Q1","Belgium","Females","From 15 to 64 years","Total","Percentage","57.6","b"
"2017Q1","Bulgaria","Total","From 15 to 64 years","Total","Percentage","64.3",""
"2017Q1","Bulgaria","Males","From 15 to 64 years","Total","Percentage","68.1",""
"2017Q1","Bulgaria","Females","From 15 to 64 years","Total","Percentage","60.6",""
"2017Q1","Czech Republic","Total","From 15 to 64 years","Total","Percentage","72.8",""
"2017Q1","Czech Republic","Males","From 15 to 64 years","Total","Percentage","80.0",""
"2017Q1","Czech Republic","Females","From 15 to 64 years","Total","Percentage","65.4",""
"2017Q1","Denmark","Total","From 15 to 64 years","Total","Percentage","73.2",""
"2017Q1","Denmark","Males","From 15 to 64 years","Total","Percentage","75.6",""
"2017Q1","Denmark","Females","From 15 to 64 years","Total","Percentage","70.9",""
"2017Q1","Germany (until 1990 former territory of the FRG)","Total","From 15 to 64 years","Total","Percentage","74.6",""
"2017Q1","Germany (until 1990 former territory of the FRG)","Males","From 15 to 64 years","Total","Percentage","78.1",""
"2017Q1","Germany (until 1990 former territory of the FRG)","Females","From 15 to 64 years","Total","Percentage","71.0",""
"2017Q1","Estonia","Total","From 15 to 64 years","Total","Percentage","73.1",""
"2017Q1","Estonia","Males","From 15 to 64 years","Total","Percentage","76.1",""
"2017Q1","Estonia","Females","From 15 to 64 years","Total","Percentage","70.2",""
"2017Q1","Ireland","Total","From 15 to 64 years","Total","Percentage","65.4",""
"2017Q1","Ireland","Males","From 15 to 64 years","Total","Percentage","70.9",""
"2017Q1","Ireland","Females","From 15 to 64 years","Total","Percentage","60.1",""
"2017Q1","Greece","Total","From 15 to 64 years","Total","Percentage","52.0",""
"2017Q1","Greece","Males","From 15 to 64 years","Total","Percentage","61.0",""
"2017Q1","Greece","Females","From 15 to 64 years","Total","Percentage","43.3",""
"2017Q1","Spain","Total","From 15 to 64 years","Total","Percentage","59.9",""
"2017Q1","Spain","Males","From 15 to 64 years","Total","Percentage","65.1",""
"2017Q1","Spain","Females","From 15 to 64 years","Total","Percentage","54.6",""
"2017Q1","France","Total","From 15 to 64 years","Total","Percentage","63.8",""
"2017Q1","France","Males","From 15 to 64 years","Total","Percentage","67.3",""
"2017Q1","France","Females","From 15 to 64 years","Total","Percentage","60.5",""
"2017Q1","Croatia","Total","From 15 to 64 years","Total","Percentage","55.9",""
"2017Q1","Croatia","Males","From 15 to 64 years","Total","Percentage","60.9",""
"2017Q1","Croatia","Females","From 15 to 64 years","Total","Percentage","51.0",""
"2017Q1","Italy","Total","From 15 to 64 years","Total","Percentage","57.2",""
"2017Q1","Italy","Males","From 15 to 64 years","Total","Percentage","66.2",""
"2017Q1","Italy","Females","From 15 to 64 years","Total","Percentage","48.2",""
"2017Q1","Cyprus","Total","From 15 to 64 years","Total","Percentage","63.3",""
"2017Q1","Cyprus","Males","From 15 to 64 years","Total","Percentage","67.9",""
"2017Q1","Cyprus","Females","From 15 to 64 years","Total","Percentage","59.1",""
"2017Q1","Latvia","Total","From 15 to 64 years","Total","Percentage","68.7",""
"2017Q1","Latvia","Males","From 15 to 64 years","Total","Percentage","70.4",""
"2017Q1","Latvia","Females","From 15 to 64 years","Total","Percentage","67.0",""
"2017Q1","Lithuania","Total","From 15 to 64 years","Total","Percentage","69.0",""
"2017Q1","Lithuania","Males","From 15 to 64 years","Total","Percentage","69.1",""
"2017Q1","Lithuania","Females","From 15 to 64 years","Total","Percentage","69.0",""
"2017Q1","Luxembourg","Total","From 15 to 64 years","Total","Percentage","65.9",""
"2017Q1","Luxembourg","Males","From 15 to 64 years","Total","Percentage","69.5",""
"2017Q1","Luxembourg","Females","From 15 to 64 years","Total","Percentage","62.3",""
"2017Q1","Hungary","Total","From 15 to 64 years","Total","Percentage","67.1",""
"2017Q1","Hungary","Males","From 15 to 64 years","Total","Percentage","73.8",""
"2017Q1","Hungary","Females","From 15 to 64 years","Total","Percentage","60.6",""
"2017Q1","Malta","Total","From 15 to 64 years","Total","Percentage","65.9",""
"2017Q1","Malta","Males","From 15 to 64 years","Total","Percentage","78.0",""
"2017Q1","Malta","Females","From 15 to 64 years","Total","Percentage","53.1",""
"2017Q1","Netherlands","Total","From 15 to 64 years","Total","Percentage","75.1",""
"2017Q1","Netherlands","Males","From 15 to 64 years","Total","Percentage","79.7",""
"2017Q1","Netherlands","Females","From 15 to 64 years","Total","Percentage","70.5",""
"2017Q1","Austria","Total","From 15 to 64 years","Total","Percentage","71.0",""
"2017Q1","Austria","Males","From 15 to 64 years","Total","Percentage","74.3",""
"2017Q1","Austria","Females","From 15 to 64 years","Total","Percentage","67.6",""
"2017Q1","Poland","Total","From 15 to 64 years","Total","Percentage","65.4",""
"2017Q1","Poland","Males","From 15 to 64 years","Total","Percentage","71.8",""
"2017Q1","Poland","Females","From 15 to 64 years","Total","Percentage","59.0",""
"2017Q1","Portugal","Total","From 15 to 64 years","Total","Percentage","66.3",""
"2017Q1","Portugal","Males","From 15 to 64 years","Total","Percentage","69.4",""
"2017Q1","Portugal","Females","From 15 to 64 years","Total","Percentage","63.4",""
"2017Q1","Romania","Total","From 15 to 64 years","Total","Percentage","61.2",""
"2017Q1","Romania","Males","From 15 to 64 years","Total","Percentage","68.9",""
"2017Q1","Romania","Females","From 15 to 64 years","Total","Percentage","53.5",""
"2017Q1","Slovenia","Total","From 15 to 64 years","Total","Percentage","67.3",""
"2017Q1","Slovenia","Males","From 15 to 64 years","Total","Percentage","70.0",""
"2017Q1","Slovenia","Females","From 15 to 64 years","Total","Percentage","64.5",""
"2017Q1","Slovakia","Total","From 15 to 64 years","Total","Percentage","65.8",""
"2017Q1","Slovakia","Males","From 15 to 64 years","Total","Percentage","71.5",""
"2017Q1","Slovakia","Females","From 15 to 64 years","Total","Percentage","59.9",""
